MN      Equipment ID     Termination ID	Te	rmination Interfa	ceNo  Circuit number	CIC	Trunk group number	Trunk group name	
22      172.16.1.5:2944  A6252	1		844	44	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6253	1		845	45	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6254	1		846	46	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6255	1		847	47	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6256	1		848	48	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6257	1		849	49	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6258	1		850	50	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6259	1		851	51	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6260	1		852	52	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6261	1		853	53	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6262	1		854	54	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6263	1		855	55	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6264	1		856	56	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6265	1		857	57	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6266	1		858	58	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6267	1		859	59	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6268	1		860	60	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6269	1		861	61	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6270	1		862	62	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6271	1		863	63	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6274	1		482	2	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6275	1		483	3	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6276	1		484	4	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6277	1		485	5	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6278	1		486	6	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6279	1		487	7	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6280	1		488	8	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6281	1		489	9	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6282	1		490	10	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6283	1		491	11	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6284	1		492	12	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6285	1		493	13	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6286	1		494	14	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6287	1		495	15	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6288	1		496	16	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6289	1		497	17	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6290	1		498	18	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6291	1		499	19	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6292	1		500	20	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6293	1		501	21	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6294	1		502	22	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6295	1		503	23	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6296	1		504	24	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6297	1		505	25	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6298	1		506	26	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6299	1		507	27	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6300	1		508	28	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6301	1		509	29	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6302	1		510	30	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6303	1		511	31	7	O-BI-MS-RTK-36	
22      172.16.1.5:2944  A6304	1		3264	0	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6305	1		3265	1	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6306	1		3266	2	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6307	1		3267	3	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6308	1		3268	4	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6309	1		3269	5	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6310	1		3270	6	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6311	1		3271	7	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6312	1		3272	8	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6313	1		3273	9	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6314	1		3274	10	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6315	1		3275	11	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6316	1		3276	12	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6317	1		3277	13	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6318	1		3278	14	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6319	1		3279	15	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6320	1		3280	16	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6321	1		3281	17	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6322	1		3282	18	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6323	1		3283	19	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6324	1		3284	20	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6325	1		3285	21	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6326	1		3286	22	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6327	1		3287	23	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6328	1		3288	24	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6329	1		3289	25	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6330	1		3290	26	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6331	1		3291	27	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6332	1		3292	28	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6333	1		3293	29	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6334	1		3294	30	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6335	1		3295	31	5	O-BI-MS-RTK-29	
22      172.16.1.5:2944  A6368	1		1120	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6369	1		1121	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6370	1		1122	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6371	1		1123	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6372	1		1124	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6373	1		1125	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6374	1		1126	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6375	1		1127	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6376	1		1128	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6377	1		1129	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6378	1		1130	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6379	1		1131	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6380	1		1132	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6381	1		1133	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6382	1		1134	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6383	1		1135	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6384	1		1136	0	25	VazInterServisSnab	
22      172.16.1.5:2944  A6464	1		1216	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6465	1		1217	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6466	1		1218	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6467	1		1219	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6468	1		1220	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6469	1		1221	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6470	1		1222	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6471	1		1223	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6472	1		1224	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6473	1		1225	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6474	1		1226	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6475	1		1227	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6476	1		1228	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6477	1		1229	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6478	1		1230	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6479	1		1231	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6480	1		1232	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6481	1		1233	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6482	1		1234	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6483	1		1235	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6484	1		1236	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6485	1		1237	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6486	1		1238	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6487	1		1239	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6488	1		1240	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6489	1		1241	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6490	1		1242	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6491	1		1243	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6492	1		1244	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6493	1		1245	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6494	1		1246	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6495	1		1247	0	28	MollParkHaos1	
22      172.16.1.5:2944  A6496	1		1760	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6497	1		1761	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6498	1		1762	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6499	1		1763	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6500	1		1764	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6501	1		1765	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6502	1		1766	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6503	1		1767	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6504	1		1768	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6505	1		1769	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6506	1		1770	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6507	1		1771	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6508	1		1772	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6509	1		1773	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6510	1		1774	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6511	1		1775	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6512	1		1776	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6513	1		1777	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6514	1		1778	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6515	1		1779	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6516	1		1780	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6517	1		1781	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6518	1		1782	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6519	1		1783	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6520	1		1784	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6521	1		1785	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6522	1		1786	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6523	1		1787	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6524	1		1788	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6525	1		1789	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6526	1		1790	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6527	1		1791	0	128	MollParkHaos2	
22      172.16.1.5:2944  A6528	1		1728	0	29	Ashan P-H	
22      172.16.1.5:2944  A6529	1		1729	0	29	Ashan P-H	
22      172.16.1.5:2944  A6530	1		1730	0	29	Ashan P-H	
22      172.16.1.5:2944  A6531	1		1731	0	29	Ashan P-H	
22      172.16.1.5:2944  A6532	1		1732	0	29	Ashan P-H	
22      172.16.1.5:2944  A6533	1		1733	0	29	Ashan P-H	
22      172.16.1.5:2944  A6534	1		1734	0	29	Ashan P-H	
22      172.16.1.5:2944  A6535	1		1735	0	29	Ashan P-H	
22      172.16.1.5:2944  A6536	1		1736	0	29	Ashan P-H	
22      172.16.1.5:2944  A6537	1		1737	0	29	Ashan P-H	
22      172.16.1.5:2944  A6538	1		1738	0	29	Ashan P-H	
22      172.16.1.5:2944  A6539	1		1739	0	29	Ashan P-H	
22      172.16.1.5:2944  A6540	1		1740	0	29	Ashan P-H	
22      172.16.1.5:2944  A6541	1		1741	0	29	Ashan P-H	
22      172.16.1.5:2944  A6542	1		1742	0	29	Ashan P-H	
22      172.16.1.5:2944  A6543	1		1743	0	29	Ashan P-H	
22      172.16.1.5:2944  A6544	1		1744	0	29	Ashan P-H	
22      172.16.1.5:2944  A6560	1		1792	0	45	Polad	
22      172.16.1.5:2944  A6561	1		1793	0	45	Polad	
22      172.16.1.5:2944  A6562	1		1794	0	45	Polad	
22      172.16.1.5:2944  A6563	1		1795	0	45	Polad	
22      172.16.1.5:2944  A6564	1		1796	0	45	Polad	
22      172.16.1.5:2944  A6565	1		1797	0	45	Polad	
22      172.16.1.5:2944  A6566	1		1798	0	45	Polad	
22      172.16.1.5:2944  A6567	1		1799	0	45	Polad	
22      172.16.1.5:2944  A6568	1		1800	0	45	Polad	
22      172.16.1.5:2944  A6569	1		1801	0	45	Polad	
22      172.16.1.5:2944  A6570	1		1802	0	45	Polad	
22      172.16.1.5:2944  A6571	1		1803	0	45	Polad	
22      172.16.1.5:2944  A6572	1		1804	0	45	Polad	
22      172.16.1.5:2944  A6573	1		1805	0	45	Polad	
22      172.16.1.5:2944  A6574	1		1806	0	45	Polad	
22      172.16.1.5:2944  A6575	1		1807	0	45	Polad	
22      172.16.1.5:2944  A6576	1		1808	0	45	Polad	
22      172.16.1.5:2944  A6577	1		1809	0	45	Polad	
22      172.16.1.5:2944  A6578	1		1810	0	45	Polad	
22      172.16.1.5:2944  A6579	1		1811	0	45	Polad	
22      172.16.1.5:2944  A6580	1		1812	0	45	Polad	
22      172.16.1.5:2944  A6581	1		1813	0	45	Polad	
22      172.16.1.5:2944  A6582	1		1814	0	45	Polad	
22      172.16.1.5:2944  A6583	1		1815	0	45	Polad	
22      172.16.1.5:2944  A6584	1		1816	0	45	Polad	
22      172.16.1.5:2944  A6585	1		1817	0	45	Polad	
22      172.16.1.5:2944  A6586	1		1818	0	45	Polad	
22      172.16.1.5:2944  A6587	1		1819	0	45	Polad	
22      172.16.1.5:2944  A6588	1		1820	0	45	Polad	
22      172.16.1.5:2944  A6589	1		1821	0	45	Polad	
22      172.16.1.5:2944  A6590	1		1822	0	45	Polad	
22      172.16.1.5:2944  A6591	1		1823	0	45	Polad	
22      172.16.1.5:2944  A12031	1		3455	319	2	SI3000	
22      172.16.1.5:2944  A6624	1		1824	0	46	Tamoghnya	
22      172.16.1.5:2944  A6625	1		1825	0	46	Tamoghnya	
22      172.16.1.5:2944  A6626	1		1826	0	46	Tamoghnya	
22      172.16.1.5:2944  A6627	1		1827	0	46	Tamoghnya	
22      172.16.1.5:2944  A6628	1		1828	0	46	Tamoghnya	
22      172.16.1.5:2944  A6629	1		1829	0	46	Tamoghnya	
22      172.16.1.5:2944  A6630	1		1830	0	46	Tamoghnya	
22      172.16.1.5:2944  A6631	1		1831	0	46	Tamoghnya	
22      172.16.1.5:2944  A6632	1		1832	0	46	Tamoghnya	
22      172.16.1.5:2944  A6633	1		1833	0	46	Tamoghnya	
22      172.16.1.5:2944  A6634	1		1834	0	46	Tamoghnya	
22      172.16.1.5:2944  A6635	1		1835	0	46	Tamoghnya	
22      172.16.1.5:2944  A6636	1		1836	0	46	Tamoghnya	
22      172.16.1.5:2944  A6637	1		1837	0	46	Tamoghnya	
22      172.16.1.5:2944  A6638	1		1838	0	46	Tamoghnya	
22      172.16.1.5:2944  A6639	1		1839	0	46	Tamoghnya	
22      172.16.1.5:2944  A6640	1		1840	0	46	Tamoghnya	
22      172.16.1.5:2944  A6641	1		1841	0	46	Tamoghnya	
22      172.16.1.5:2944  A6642	1		1842	0	46	Tamoghnya	
22      172.16.1.5:2944  A6643	1		1843	0	46	Tamoghnya	
22      172.16.1.5:2944  A6644	1		1844	0	46	Tamoghnya	
22      172.16.1.5:2944  A6645	1		1845	0	46	Tamoghnya	
22      172.16.1.5:2944  A6646	1		1846	0	46	Tamoghnya	
22      172.16.1.5:2944  A6647	1		1847	0	46	Tamoghnya	
22      172.16.1.5:2944  A6648	1		1848	0	46	Tamoghnya	
22      172.16.1.5:2944  A6649	1		1849	0	46	Tamoghnya	
22      172.16.1.5:2944  A6650	1		1850	0	46	Tamoghnya	
22      172.16.1.5:2944  A6651	1		1851	0	46	Tamoghnya	
22      172.16.1.5:2944  A6652	1		1852	0	46	Tamoghnya	
22      172.16.1.5:2944  A6653	1		1853	0	46	Tamoghnya	
22      172.16.1.5:2944  A6654	1		1854	0	46	Tamoghnya	
22      172.16.1.5:2944  A6655	1		1855	0	46	Tamoghnya	
22      172.16.1.5:2944  A12032	1		3456	320	2	SI3000	
22      172.16.1.5:2944  A12033	1		3457	321	2	SI3000	
22      172.16.1.5:2944  A6848	1		1856	0	47	Raduga	
22      172.16.1.5:2944  A6849	1		1857	0	47	Raduga	
22      172.16.1.5:2944  A6850	1		1858	0	47	Raduga	
22      172.16.1.5:2944  A6851	1		1859	0	47	Raduga	
22      172.16.1.5:2944  A6852	1		1860	0	47	Raduga	
22      172.16.1.5:2944  A6853	1		1861	0	47	Raduga	
22      172.16.1.5:2944  A6854	1		1862	0	47	Raduga	
22      172.16.1.5:2944  A6855	1		1863	0	47	Raduga	
22      172.16.1.5:2944  A6856	1		1864	0	47	Raduga	
22      172.16.1.5:2944  A6857	1		1865	0	47	Raduga	
22      172.16.1.5:2944  A6858	1		1866	0	47	Raduga	
22      172.16.1.5:2944  A6859	1		1867	0	47	Raduga	
22      172.16.1.5:2944  A6860	1		1868	0	47	Raduga	
22      172.16.1.5:2944  A6861	1		1869	0	47	Raduga	
22      172.16.1.5:2944  A6862	1		1870	0	47	Raduga	
22      172.16.1.5:2944  A6863	1		1871	0	47	Raduga	
22      172.16.1.5:2944  A6864	1		1872	0	47	Raduga	
22      172.16.1.5:2944  A6865	1		1873	0	47	Raduga	
22      172.16.1.5:2944  A6866	1		1874	0	47	Raduga	
22      172.16.1.5:2944  A6867	1		1875	0	47	Raduga	
22      172.16.1.5:2944  A6868	1		1876	0	47	Raduga	
22      172.16.1.5:2944  A6869	1		1877	0	47	Raduga	
22      172.16.1.5:2944  A6870	1		1878	0	47	Raduga	
22      172.16.1.5:2944  A6871	1		1879	0	47	Raduga	
22      172.16.1.5:2944  A6872	1		1880	0	47	Raduga	
22      172.16.1.5:2944  A6873	1		1881	0	47	Raduga	
22      172.16.1.5:2944  A6874	1		1882	0	47	Raduga	
22      172.16.1.5:2944  A6875	1		1883	0	47	Raduga	
22      172.16.1.5:2944  A6876	1		1884	0	47	Raduga	
22      172.16.1.5:2944  A6877	1		1885	0	47	Raduga	
22      172.16.1.5:2944  A6878	1		1886	0	47	Raduga	
22      172.16.1.5:2944  A6879	1		1887	0	47	Raduga	
22      172.16.1.5:2944  A6880	1		1472	0	37	Metron	
22      172.16.1.5:2944  A6881	1		1473	0	37	Metron	
22      172.16.1.5:2944  A6882	1		1474	0	37	Metron	
22      172.16.1.5:2944  A6883	1		1475	0	37	Metron	
22      172.16.1.5:2944  A6884	1		1476	0	37	Metron	
22      172.16.1.5:2944  A6885	1		1477	0	37	Metron	
22      172.16.1.5:2944  A6886	1		1478	0	37	Metron	
22      172.16.1.5:2944  A6887	1		1479	0	37	Metron	
22      172.16.1.5:2944  A6888	1		1480	0	37	Metron	
22      172.16.1.5:2944  A6889	1		1481	0	37	Metron	
22      172.16.1.5:2944  A6890	1		1482	0	37	Metron	
22      172.16.1.5:2944  A6891	1		1483	0	37	Metron	
22      172.16.1.5:2944  A6892	1		1484	0	37	Metron	
22      172.16.1.5:2944  A6893	1		1485	0	37	Metron	
22      172.16.1.5:2944  A6894	1		1486	0	37	Metron	
22      172.16.1.5:2944  A6895	1		1487	0	37	Metron	
22      172.16.1.5:2944  A6896	1		1488	0	37	Metron	
22      172.16.1.5:2944  A6897	1		1489	0	37	Metron	
22      172.16.1.5:2944  A6898	1		1490	0	37	Metron	
22      172.16.1.5:2944  A6899	1		1491	0	37	Metron	
22      172.16.1.5:2944  A12034	1		3458	322	2	SI3000	
22      172.16.1.5:2944  A6900	1		1492	0	37	Metron	
22      172.16.1.5:2944  A6901	1		1493	0	37	Metron	
22      172.16.1.5:2944  A6902	1		1494	0	37	Metron	
22      172.16.1.5:2944  A6903	1		1495	0	37	Metron	
22      172.16.1.5:2944  A6904	1		1496	0	37	Metron	
22      172.16.1.5:2944  A6905	1		1497	0	37	Metron	
22      172.16.1.5:2944  A6906	1		1498	0	37	Metron	
22      172.16.1.5:2944  A6907	1		1499	0	37	Metron	
22      172.16.1.5:2944  A6908	1		1500	0	37	Metron	
22      172.16.1.5:2944  A6909	1		1501	0	37	Metron	
22      172.16.1.5:2944  A6910	1		1502	0	37	Metron	
22      172.16.1.5:2944  A6911	1		1503	0	37	Metron	
22      172.16.1.5:2944  A6976	1		1568	0	40	Fregat	
22      172.16.1.5:2944  A6977	1		1569	0	40	Fregat	
22      172.16.1.5:2944  A6978	1		1570	0	40	Fregat	
22      172.16.1.5:2944  A6979	1		1571	0	40	Fregat	
22      172.16.1.5:2944  A6980	1		1572	0	40	Fregat	
22      172.16.1.5:2944  A6981	1		1573	0	40	Fregat	
22      172.16.1.5:2944  A6982	1		1574	0	40	Fregat	
22      172.16.1.5:2944  A6983	1		1575	0	40	Fregat	
22      172.16.1.5:2944  A6984	1		1576	0	40	Fregat	
22      172.16.1.5:2944  A6985	1		1577	0	40	Fregat	
22      172.16.1.5:2944  A6986	1		1578	0	40	Fregat	
22      172.16.1.5:2944  A6987	1		1579	0	40	Fregat	
22      172.16.1.5:2944  A6988	1		1580	0	40	Fregat	
22      172.16.1.5:2944  A6989	1		1581	0	40	Fregat	
22      172.16.1.5:2944  A6990	1		1582	0	40	Fregat	
22      172.16.1.5:2944  A6991	1		1583	0	40	Fregat	
22      172.16.1.5:2944  A6992	1		1584	0	40	Fregat	
22      172.16.1.5:2944  A6993	1		1585	0	40	Fregat	
22      172.16.1.5:2944  A6994	1		1586	0	40	Fregat	
22      172.16.1.5:2944  A6995	1		1587	0	40	Fregat	
22      172.16.1.5:2944  A6996	1		1588	0	40	Fregat	
22      172.16.1.5:2944  A6997	1		1589	0	40	Fregat	
22      172.16.1.5:2944  A6998	1		1590	0	40	Fregat	
22      172.16.1.5:2944  A6999	1		1591	0	40	Fregat	
22      172.16.1.5:2944  A12035	1		3459	323	2	SI3000	
22      172.16.1.5:2944  A7000	1		1592	0	40	Fregat	
22      172.16.1.5:2944  A7001	1		1593	0	40	Fregat	
22      172.16.1.5:2944  A7002	1		1594	0	40	Fregat	
22      172.16.1.5:2944  A7003	1		1595	0	40	Fregat	
22      172.16.1.5:2944  A7004	1		1596	0	40	Fregat	
22      172.16.1.5:2944  A7005	1		1597	0	40	Fregat	
22      172.16.1.5:2944  A7006	1		1598	0	40	Fregat	
22      172.16.1.5:2944  A7007	1		1599	0	40	Fregat	
22      172.16.1.5:2944  A7040	1		1632	0	42	Forum	
22      172.16.1.5:2944  A7041	1		1633	0	42	Forum	
22      172.16.1.5:2944  A7042	1		1634	0	42	Forum	
22      172.16.1.5:2944  A7043	1		1635	0	42	Forum	
22      172.16.1.5:2944  A7044	1		1636	0	42	Forum	
22      172.16.1.5:2944  A7045	1		1637	0	42	Forum	
22      172.16.1.5:2944  A7046	1		1638	0	42	Forum	
22      172.16.1.5:2944  A7047	1		1639	0	42	Forum	
22      172.16.1.5:2944  A7048	1		1640	0	42	Forum	
22      172.16.1.5:2944  A7049	1		1641	0	42	Forum	
22      172.16.1.5:2944  A7050	1		1642	0	42	Forum	
22      172.16.1.5:2944  A7051	1		1643	0	42	Forum	
22      172.16.1.5:2944  A7052	1		1644	0	42	Forum	
22      172.16.1.5:2944  A7053	1		1645	0	42	Forum	
22      172.16.1.5:2944  A7054	1		1646	0	42	Forum	
22      172.16.1.5:2944  A7055	1		1647	0	42	Forum	
22      172.16.1.5:2944  A7056	1		1648	0	42	Forum	
22      172.16.1.5:2944  A7057	1		1649	0	42	Forum	
22      172.16.1.5:2944  A7058	1		1650	0	42	Forum	
22      172.16.1.5:2944  A7059	1		1651	0	42	Forum	
22      172.16.1.5:2944  A7060	1		1652	0	42	Forum	
22      172.16.1.5:2944  A7061	1		1653	0	42	Forum	
22      172.16.1.5:2944  A7062	1		1654	0	42	Forum	
22      172.16.1.5:2944  A7063	1		1655	0	42	Forum	
22      172.16.1.5:2944  A7064	1		1656	0	42	Forum	
22      172.16.1.5:2944  A7065	1		1657	0	42	Forum	
22      172.16.1.5:2944  A7066	1		1658	0	42	Forum	
22      172.16.1.5:2944  A7067	1		1659	0	42	Forum	
22      172.16.1.5:2944  A7068	1		1660	0	42	Forum	
22      172.16.1.5:2944  A7069	1		1661	0	42	Forum	
22      172.16.1.5:2944  A7070	1		1662	0	42	Forum	
22      172.16.1.5:2944  A7071	1		1663	0	42	Forum	
22      172.16.1.5:2944  A12036	1		3460	324	2	SI3000	
22      172.16.1.5:2944  A7104	1		1696	0	44	Electromontagh	
22      172.16.1.5:2944  A7105	1		1697	0	44	Electromontagh	
22      172.16.1.5:2944  A7106	1		1698	0	44	Electromontagh	
22      172.16.1.5:2944  A7107	1		1699	0	44	Electromontagh	
22      172.16.1.5:2944  A7108	1		1700	0	44	Electromontagh	
22      172.16.1.5:2944  A7109	1		1701	0	44	Electromontagh	
22      172.16.1.5:2944  A7110	1		1702	0	44	Electromontagh	
22      172.16.1.5:2944  A7111	1		1703	0	44	Electromontagh	
22      172.16.1.5:2944  A7112	1		1704	0	44	Electromontagh	
22      172.16.1.5:2944  A7113	1		1705	0	44	Electromontagh	
22      172.16.1.5:2944  A7114	1		1706	0	44	Electromontagh	
22      172.16.1.5:2944  A7115	1		1707	0	44	Electromontagh	
22      172.16.1.5:2944  A7116	1		1708	0	44	Electromontagh	
22      172.16.1.5:2944  A7117	1		1709	0	44	Electromontagh	
22      172.16.1.5:2944  A7118	1		1710	0	44	Electromontagh	
22      172.16.1.5:2944  A7119	1		1711	0	44	Electromontagh	
22      172.16.1.5:2944  A7120	1		1712	0	44	Electromontagh	
22      172.16.1.5:2944  A7121	1		1713	0	44	Electromontagh	
22      172.16.1.5:2944  A7122	1		1714	0	44	Electromontagh	
22      172.16.1.5:2944  A7123	1		1715	0	44	Electromontagh	
22      172.16.1.5:2944  A7124	1		1716	0	44	Electromontagh	
22      172.16.1.5:2944  A7125	1		1717	0	44	Electromontagh	
